TREATMENTLINK,,,,/TREATMENTLINK
BOOK.NAME,TREATMENT.NAME,ACCOUNTING_INSTRUCTION.NAME,ID,
Treasury_SG_ACU,MMLD FXO,FX Option_MF_Payment Premium Value Date,Treasury_SG_ACU|MMLD FXO|FX Option_MF_Payment Premium Value Date,
Treasury_SG_ACU,MMLD FXO,MMLD FXO_MF_MMLD Yield Pay Date,Treasury_SG_ACU|MMLD FXO|MMLD FXO_MF_MMLD Yield Pay Date,
Treasury_SG_ACU,MMLD FXO,FX Option_TD_Daily Mark to Market,Treasury_SG_ACU|MMLD FXO|FX Option_TD_Daily Mark to Market,
Treasury_SG_ACU,MMLD FXO,MMLD FXO_TD_Maturity Date Offbalance,Treasury_SG_ACU|MMLD FXO|MMLD FXO_TD_Maturity Date Offbalance,
Treasury_SG_ACU,MMLD FXO,MMLD FXO_TD_Daily Accrual,Treasury_SG_ACU|MMLD FXO|MMLD FXO_TD_Daily Accrual,
Treasury_SG_ACU,MMLD FXO,MMLD FXO_TD_Closing Date Offbalance,Treasury_SG_ACU|MMLD FXO|MMLD FXO_TD_Closing Date Offbalance,
Treasury_SG_ACU,MMLD FXO,MMLD FXO_TD_Daily Accrual_FCY (NI),Treasury_SG_ACU|MMLD FXO|MMLD FXO_TD_Daily Accrual_FCY (NI),
Treasury_SG_ACU,MMLD FXO,MMLD FXO_TD_Daily Accrual_FCY_IDR,Treasury_SG_ACU|MMLD FXO|MMLD FXO_TD_Daily Accrual_FCY_IDR,
Treasury_SG_ACU,MMLD FXO,PSAK_MF_Pay Date WIthholding Tax,Treasury_SG_ACU|MMLD FXO|PSAK_MF_Pay Date WIthholding Tax,
Treasury_SG_ACU,MMLD FXO,PSAK_MF_Pay Date WIthholding Tax (Latest)_FCY (NI),Treasury_SG_ACU|MMLD FXO|PSAK_MF_Pay Date WIthholding Tax (Latest)_FCY (NI),
Treasury_SG_ACU,MMLD FXO,PSAK_MF_Pay Date WIthholding Tax (Latest)_FCY_IDR,Treasury_SG_ACU|MMLD FXO|PSAK_MF_Pay Date WIthholding Tax (Latest)_FCY_IDR,
Treasury_SG_ACU,MMLD FXO,FX Option_MF_Termination Fee,Treasury_SG_ACU|MMLD FXO|FX Option_MF_Termination Fee,
Treasury_SG_ACU,MMLD FXO,FX Option_MF_Termination Fee_FCY_ACCY,Treasury_SG_ACU|MMLD FXO|FX Option_MF_Termination Fee_FCY_ACCY,
Treasury_SG_ACU,MMLD FXO,FX Option_MF_Termination Fee_FCY (NI),Treasury_SG_ACU|MMLD FXO|FX Option_MF_Termination Fee_FCY (NI),
Treasury_SG_ACU,DCI Premium,DCI_MF_Premium Trade Date (Client),Treasury_SG_ACU|DCI Premium|DCI_MF_Premium Trade Date (Client),
Treasury_SG_ACU,DCI Premium,DCI_MF_Premium Trade Date (Cpty),Treasury_SG_ACU|DCI Premium|DCI_MF_Premium Trade Date (Cpty),
Treasury_SG_ACU,FXO,PSAK_MF_Pay Date WIthholding Tax,Treasury_SG_ACU|FXO|PSAK_MF_Pay Date WIthholding Tax,
Treasury_SG_ACU,FXO,PSAK_MF_Pay Date WIthholding Tax (Latest)_FCY (NI),Treasury_SG_ACU|FXO|PSAK_MF_Pay Date WIthholding Tax (Latest)_FCY (NI),
Treasury_SG_ACU,FXO,PSAK_MF_Pay Date WIthholding Tax (Latest)_FCY_IDR,Treasury_SG_ACU|FXO|PSAK_MF_Pay Date WIthholding Tax (Latest)_FCY_IDR,
Treasury_SG_ACU,MMLD FXO,MMLD FXO_TD_Trade Date Full Premium,Treasury_SG_ACU|MMLD FXO|MMLD FXO_TD_Trade Date Full Premium,
Treasury_SG_ACU,DCI Premium,DCI_MF_Premium Pay Date (Client),Treasury_SG_ACU|DCI Premium|DCI_MF_Premium Pay Date (Client),
Treasury_SG_ACU,DCI Premium,Option MF_Expiry Date Premium Reclass,Treasury_SG_ACU|DCI Premium|Option MF_Expiry Date Premium Reclass,
Treasury_SG_ACU,DCI Premium,Option MF_Expiry Date Premium Reclass_FCY (NI),Treasury_SG_ACU|DCI Premium|Option MF_Expiry Date Premium Reclass_FCY (NI),
Treasury_SG_ACU,DCI Premium,Option MF_Expiry Date Premium Reclass_FCY_ACCY,Treasury_SG_ACU|DCI Premium|Option MF_Expiry Date Premium Reclass_FCY_ACCY,
Treasury_SG_ACU,MMLD FXO,MMLD FXO_TD_Closing Date Premium Reclass,Treasury_SG_ACU|MMLD FXO|MMLD FXO_TD_Closing Date Premium Reclass,
Treasury_SG_ACU,MMLD FXO,MMLD FXO_TD_Closing Date Premium Reclass_FCY (NI),Treasury_SG_ACU|MMLD FXO|MMLD FXO_TD_Closing Date Premium Reclass_FCY (NI),
Treasury_SG_ACU,MMLD FXO,MMLD FXO_TD_Closing Date Premium Reclass_FCY_IDR,Treasury_SG_ACU|MMLD FXO|MMLD FXO_TD_Closing Date Premium Reclass_FCY_IDR,
Treasury_SG_ACU,MMLD FXO,MMLD_MF Reversal of Remaining Premium,Treasury_SG_ACU|MMLD FXO|MMLD_MF Reversal of Remaining Premium,
Treasury_SG_ACU,FX Forward,PSAK_MF_Pay Date WIthholding Tax,Treasury_SG_ACU|FX Forward|PSAK_MF_Pay Date WIthholding Tax,
Treasury_SG_ACU,FX Forward,PSAK_MF_Pay Date WIthholding Tax (Latest)_FCY (NI),Treasury_SG_ACU|FX Forward|PSAK_MF_Pay Date WIthholding Tax (Latest)_FCY (NI),
Treasury_SG_ACU,FX Forward,PSAK_MF_Pay Date WIthholding Tax (Latest)_FCY_IDR,Treasury_SG_ACU|FX Forward|PSAK_MF_Pay Date WIthholding Tax (Latest)_FCY_IDR,
Treasury_SG_ACU,MMLD Rate,PSAK_MF_Pay Date WIthholding Tax,Treasury_SG_ACU|MMLD Rate|PSAK_MF_Pay Date WIthholding Tax,
Treasury_SG_ACU,MMLD Rate,PSAK_MF_Pay Date WIthholding Tax (Latest)_FCY (NI),Treasury_SG_ACU|MMLD Rate|PSAK_MF_Pay Date WIthholding Tax (Latest)_FCY (NI),
Treasury_SG_ACU,MMLD Rate,PSAK_MF_Pay Date WIthholding Tax (Latest)_FCY_IDR,Treasury_SG_ACU|MMLD Rate|PSAK_MF_Pay Date WIthholding Tax (Latest)_FCY_IDR,
Treasury_SG_ACU,MMLD Rate,MMLD Rate_MF_Pay Date Premium Instalments,Treasury_SG_ACU|MMLD Rate|MMLD Rate_MF_Pay Date Premium Instalments,
Treasury_SG_ACU,MMLD Rate,MMLD Rate_MF_Pay Date Yield,Treasury_SG_ACU|MMLD Rate|MMLD Rate_MF_Pay Date Yield,
Treasury_SG_ACU,MMLD Rate,MMLD Rate_TD_Daily Mark to Market,Treasury_SG_ACU|MMLD Rate|MMLD Rate_TD_Daily Mark to Market,
Treasury_SG_ACU,MMLD Rate,MMLD Rate_MF_Trade Date Full Premium (Instalment),Treasury_SG_ACU|MMLD Rate|MMLD Rate_MF_Trade Date Full Premium (Instalment),
Treasury_SG_ACU,MMLD Rate,MMLD_MF Reversal of Remaining Premium,Treasury_SG_ACU|MMLD Rate|MMLD_MF Reversal of Remaining Premium,
Treasury_SG_ACU,MMLD Rate,MMLD Rate_MF_Closing Date Premium Reclass,Treasury_SG_ACU|MMLD Rate|MMLD Rate_MF_Closing Date Premium Reclass,
Treasury_SG_ACU,MMLD Rate,MMLD Rate_MF_Closing Date Premium Reclass_FCY (NI),Treasury_SG_ACU|MMLD Rate|MMLD Rate_MF_Closing Date Premium Reclass_FCY (NI),
Treasury_SG_ACU,MMLD Rate,MMLD Rate_MF_Closing Date Premium Reclass_FCY_IDR,Treasury_SG_ACU|MMLD Rate|MMLD Rate_MF_Closing Date Premium Reclass_FCY_IDR,
Treasury_SG_ACU,MMLD Rate,CCS/IRS_Leg_Daily Interest Accrued_Pay_FCY (NI),Treasury_SG_ACU|MMLD Rate|CCS/IRS_Leg_Daily Interest Accrued_Pay_FCY (NI),
Treasury_SG_ACU,MMLD Rate,CCS/IRS_Leg_Daily Interest Accrued_Pay_FCY_ACCY,Treasury_SG_ACU|MMLD Rate|CCS/IRS_Leg_Daily Interest Accrued_Pay_FCY_ACCY,
Treasury_SG_ACU,MMLD Rate,CCS/IRS_Leg_Daily Interest Accrued_Pay,Treasury_SG_ACU|MMLD Rate|CCS/IRS_Leg_Daily Interest Accrued_Pay,
Treasury_SG_ACU,MMLD Rate,CCS/IRS_MF_Closing Date Accrued Interest,Treasury_SG_ACU|MMLD Rate|CCS/IRS_MF_Closing Date Accrued Interest,
Treasury_SG_ACU,MMLD Rate,CCS/IRS_Leg_Trade Date Commitment,Treasury_SG_ACU|MMLD Rate|CCS/IRS_Leg_Trade Date Commitment,
Treasury_SG_ACU,MMLD Rate,CCS/IRS_Leg Maturity Date Commitment,Treasury_SG_ACU|MMLD Rate|CCS/IRS_Leg Maturity Date Commitment,
Treasury_SG_ACU,MMLD Rate,CCS/IRS_Leg Closing Date Commitment,Treasury_SG_ACU|MMLD Rate|CCS/IRS_Leg Closing Date Commitment,
Treasury_SG_ACU,MMLD Rate,MMLD Rate_MF_Full Upfront Premium Pay Date (Cpty),Treasury_SG_ACU|MMLD Rate|MMLD Rate_MF_Full Upfront Premium Pay Date (Cpty),
Treasury_SG_ACU,MMLD Rate,MMLD Rate_MF_Full Upfront Premium Pay Date (Client),Treasury_SG_ACU|MMLD Rate|MMLD Rate_MF_Full Upfront Premium Pay Date (Client),
Treasury_SG_ACU,MMLD Rate,CCS/IRS_Leg_Daily Interest Accrued_Rec,Treasury_SG_ACU|MMLD Rate|CCS/IRS_Leg_Daily Interest Accrued_Rec,
Treasury_SG_ACU,MMLD Rate,CCS/IRS_Leg_Daily Interest Accrued_Rec_FCY (NI),Treasury_SG_ACU|MMLD Rate|CCS/IRS_Leg_Daily Interest Accrued_Rec_FCY (NI),
Treasury_SG_ACU,MMLD Rate,CCS/IRS_Leg_Daily Interest Accrued_Rec_FCY_ACCY,Treasury_SG_ACU|MMLD Rate|CCS/IRS_Leg_Daily Interest Accrued_Rec_FCY_ACCY,
Treasury_SG_ACU,MMLD Rate,MMLD Rate_MF_Pay Date Yield PL,Treasury_SG_ACU|MMLD Rate|MMLD Rate_MF_Pay Date Yield PL,
Treasury_SG_ACU,MMLD Rate,MMLD Rate_MF_Pay Date Yield PL_FCY (NI),Treasury_SG_ACU|MMLD Rate|MMLD Rate_MF_Pay Date Yield PL_FCY (NI),
Treasury_SG_ACU,MMLD Rate,MMLD Rate_MF_Pay Date Yield PL_FCY_IDR,Treasury_SG_ACU|MMLD Rate|MMLD Rate_MF_Pay Date Yield PL_FCY_IDR,
Treasury_SG_ACU,MMLD FXO,MMLD FXO_MF_MMLD Yield Pay Date PL,Treasury_SG_ACU|MMLD FXO|MMLD FXO_MF_MMLD Yield Pay Date PL,
Treasury_SG_ACU,MMLD FXO,MMLD FXO_MF_MMLD Yield Pay Date PL_FCY (NI),Treasury_SG_ACU|MMLD FXO|MMLD FXO_MF_MMLD Yield Pay Date PL_FCY (NI),
Treasury_SG_ACU,MMLD FXO,MMLD FXO_MF_MMLD Yield Pay Date PL_FCY_IDR,Treasury_SG_ACU|MMLD FXO|MMLD FXO_MF_MMLD Yield Pay Date PL_FCY_IDR,
Treasury_SG_ACU,MMLD FXO,MMLD FXO_MF_Expiry Date Premium Reclass,Treasury_SG_ACU|MMLD FXO|MMLD FXO_MF_Expiry Date Premium Reclass,
Treasury_SG_ACU,MMLD FXO,MMLD FXO_MF_Expiry Date Premium Reclass_FCY (NI),Treasury_SG_ACU|MMLD FXO|MMLD FXO_MF_Expiry Date Premium Reclass_FCY (NI),
Treasury_SG_ACU,MMLD FXO,MMLD FXO_MF_Expiry Date Premium Reclass_FCY_IDR,Treasury_SG_ACU|MMLD FXO|MMLD FXO_MF_Expiry Date Premium Reclass_FCY_IDR,
Treasury_SG_ACU,MMLD Rate,MMLD Rate_MF_Expiry Date Premium Reclass,Treasury_SG_ACU|MMLD Rate|MMLD Rate_MF_Expiry Date Premium Reclass,
Treasury_SG_ACU,MMLD Rate,MMLD Rate_MF_Expiry Date Premium Reclass_FCY (NI),Treasury_SG_ACU|MMLD Rate|MMLD Rate_MF_Expiry Date Premium Reclass_FCY (NI),
Treasury_SG_ACU,MMLD Rate,MMLD Rate_MF_Expiry Date Premium Reclass_FCY_IDR,Treasury_SG_ACU|MMLD Rate|MMLD Rate_MF_Expiry Date Premium Reclass_FCY_IDR,
Treasury_SG_ACU,MMLD Rate,CCS/IRS_MF_Pay Date Termination Fee,Treasury_SG_ACU|MMLD Rate|CCS/IRS_MF_Pay Date Termination Fee,
Treasury_SG_ACU,MMLD Rate,CCS/IRS_MF_Pay Date Termination Fee_FCY (NI),Treasury_SG_ACU|MMLD Rate|CCS/IRS_MF_Pay Date Termination Fee_FCY (NI),
Treasury_SG_ACU,MMLD Rate,CCS/IRS_MF_Pay Date Termination Fee_FCY_ACCY,Treasury_SG_ACU|MMLD Rate|CCS/IRS_MF_Pay Date Termination Fee_FCY_ACCY,
Treasury_SG_ACU,Bond Forward,Bond Forward_MF_OffBalance Trade Date Fwd Premium,Treasury_SG_ACU|Bond Forward|Bond Forward_MF_OffBalance Trade Date Fwd Premium,
Treasury_SG_ACU,Bond Forward,Bond Forward_MF_OffBalance Expiry Date Fwd Premium,Treasury_SG_ACU|Bond Forward|Bond Forward_MF_OffBalance Expiry Date Fwd Premium,
Treasury_SG_ACU,Bond Forward,Bond Forward_TD_OffBalance Trade Date Contract Value,Treasury_SG_ACU|Bond Forward|Bond Forward_TD_OffBalance Trade Date Contract Value,
Treasury_SG_ACU,Bond Forward,Bond Forward_TD_OffBalance Expiry Date Contract Value,Treasury_SG_ACU|Bond Forward|Bond Forward_TD_OffBalance Expiry Date Contract Value,
Treasury_SG_ACU,Bond Option,Bond Option_TD_OffBalance Trade Date Contract Value,Treasury_SG_ACU|Bond Option|Bond Option_TD_OffBalance Trade Date Contract Value,
Treasury_SG_ACU,Bond Option,Bond Option_TD_OffBalance Trade Date,Treasury_SG_ACU|Bond Option|Bond Option_TD_OffBalance Trade Date,
Treasury_SG_ACU,Bond Option,Bond Option_TD_OffBalance Expiry Date Contract Value,Treasury_SG_ACU|Bond Option|Bond Option_TD_OffBalance Expiry Date Contract Value,
Treasury_SG_ACU,Bond Option,Bond Option_TD_OffBalance Expiry Date,Treasury_SG_ACU|Bond Option|Bond Option_TD_OffBalance Expiry Date,
Treasury_SG_DBU,Placement,DepoLoan_MF_Trade Date Principal,Treasury_SG_DBU|Placement|DepoLoan_MF_Trade Date Principal,
Treasury_SG_DBU,Placement,PSAK_MF_Pay Date Attributable Fee,Treasury_SG_DBU|Placement|PSAK_MF_Pay Date Attributable Fee,
Treasury_SG_DBU,Placement,MM_TD_Daily Attributable Fee Amortization,Treasury_SG_DBU|Placement|MM_TD_Daily Attributable Fee Amortization,
Treasury_SG_DBU,Placement,DepoLoan_TD_Daily Interest Accrual,Treasury_SG_DBU|Placement|DepoLoan_TD_Daily Interest Accrual,
Treasury_SG_DBU,Placement,DepoLoan_MF_Value Date Offbalance Principal,Treasury_SG_DBU|Placement|DepoLoan_MF_Value Date Offbalance Principal,
Treasury_SG_DBU,Placement,DepoLoan_MF_Value Date Principal,Treasury_SG_DBU|Placement|DepoLoan_MF_Value Date Principal,
Treasury_SG_DBU,Placement,DepoLoan_MF_Trade Date Offbalance Principal,Treasury_SG_DBU|Placement|DepoLoan_MF_Trade Date Offbalance Principal,
Treasury_SG_DBU,Placement,DepoLoan_MF_Pay Date Interest PL,Treasury_SG_DBU|Placement|DepoLoan_MF_Pay Date Interest PL,
Treasury_SG_DBU,Placement,DepoLoan_MF_Maturity Date Principal,Treasury_SG_DBU|Placement|DepoLoan_MF_Maturity Date Principal,
Treasury_SG_DBU,Bond Amortised Cost,Bond_MF_Pay Date Settlement Principal,Treasury_SG_DBU|Bond Amortised Cost|Bond_MF_Pay Date Settlement Principal,
Treasury_SG_DBU,Bond Amortised Cost,Bond_TD_Daily Interest Accrual,Treasury_SG_DBU|Bond Amortised Cost|Bond_TD_Daily Interest Accrual,
Treasury_SG_DBU,Bond Amortised Cost,Bond_TD_Daily Premium/Discount Amortization,Treasury_SG_DBU|Bond Amortised Cost|Bond_TD_Daily Premium/Discount Amortization,
Treasury_SG_DBU,Bond Amortised Cost,Bond_MF_Pay Date Interest,Treasury_SG_DBU|Bond Amortised Cost|Bond_MF_Pay Date Interest,
Treasury_SG_DBU,Bond Amortised Cost,Bond OCI/AC_TD_Trade Date Buy,Treasury_SG_DBU|Bond Amortised Cost|Bond OCI/AC_TD_Trade Date Buy,
Treasury_SG_DBU,Bond Amortised Cost,PSAK_MF_Pay Date Attributable Fee,Treasury_SG_DBU|Bond Amortised Cost|PSAK_MF_Pay Date Attributable Fee,
Treasury_SG_DBU,Bond Amortised Cost,PSAK_MF_Pay Date Non-Attributable Fee (As Fee),Treasury_SG_DBU|Bond Amortised Cost|PSAK_MF_Pay Date Non-Attributable Fee (As Fee),
Treasury_SG_DBU,Bond Amortised Cost,PSAK_MF_Pay Date Non-Attributable Fee (Linear),Treasury_SG_DBU|Bond Amortised Cost|PSAK_MF_Pay Date Non-Attributable Fee (Linear),
Treasury_SG_DBU,Bond Amortised Cost,Bond_MF_Value Date Settlement,Treasury_SG_DBU|Bond Amortised Cost|Bond_MF_Value Date Settlement,
Treasury_SG_DBU,Bond Amortised Cost,Bond_MF_Daily Interest Accrual PL,Treasury_SG_DBU|Bond Amortised Cost|Bond_MF_Daily Interest Accrual PL,
Treasury_SG_DBU,Bond Amortised Cost,BondRepoCollateral_TD_Daily Interest Income (RTM),Treasury_SG_DBU|Bond Amortised Cost|BondRepoCollateral_TD_Daily Interest Income (RTM),
Treasury_SG_DBU,Bond Amortised Cost,BondRepoCollateral_TD_Daily Carrying Amount (RTM),Treasury_SG_DBU|Bond Amortised Cost|BondRepoCollateral_TD_Daily Carrying Amount (RTM),
Treasury_SG_DBU,Bond Amortised Cost,BondRepoCollateral_TD_Daily Carrying Amount (NR),Treasury_SG_DBU|Bond Amortised Cost|BondRepoCollateral_TD_Daily Carrying Amount (NR),
Treasury_SG_DBU,Bond Amortised Cost,BondRepoCollateral_TD_Daily Amortization Income (RTM),Treasury_SG_DBU|Bond Amortised Cost|BondRepoCollateral_TD_Daily Amortization Income (RTM),
Treasury_SG_DBU,Bond Amortised Cost,BondRepoCollateral_TD_Daily Interest Accrued (RTM),Treasury_SG_DBU|Bond Amortised Cost|BondRepoCollateral_TD_Daily Interest Accrued (RTM),
Treasury_SG_DBU,Bond Amortised Cost,BondRepoCollateral_MF_Coupon payment (RTM),Treasury_SG_DBU|Bond Amortised Cost|BondRepoCollateral_MF_Coupon payment (RTM),
Treasury_SG_DBU,Bond Amortised Cost,Bond_MF_Pay Date Principal,Treasury_SG_DBU|Bond Amortised Cost|Bond_MF_Pay Date Principal,
Treasury_SG_DBU,Bond Amortised Cost,Bond_TD_Daily Attributable Fee Amortization,Treasury_SG_DBU|Bond Amortised Cost|Bond_TD_Daily Attributable Fee Amortization,
Treasury_SG_DBU,Bond Amortised Cost,PSAK_TD_Daily Non-Attributable Fee Amortization,Treasury_SG_DBU|Bond Amortised Cost|PSAK_TD_Daily Non-Attributable Fee Amortization,
Treasury_SG_DBU,Bond Amortised Cost,PSAK_TD_Total Amortization Maturity Date,Treasury_SG_DBU|Bond Amortised Cost|PSAK_TD_Total Amortization Maturity Date,
Treasury_SG_DBU,Bond FVOCI,Bond_TD_Daily MtM Trade Contract Ref BUPL,Treasury_SG_DBU|Bond FVOCI|Bond_TD_Daily MtM Trade Contract Ref BUPL,
Treasury_SG_DBU,Bond FVOCI,Bond_TD_Daily Interest Accrual,Treasury_SG_DBU|Bond FVOCI|Bond_TD_Daily Interest Accrual,
Treasury_SG_DBU,Bond FVOCI,Bond_TD_Daily Premium/Discount Amortization,Treasury_SG_DBU|Bond FVOCI|Bond_TD_Daily Premium/Discount Amortization,
Treasury_SG_DBU,Bond FVOCI,Bond_MF_Pay Date Interest,Treasury_SG_DBU|Bond FVOCI|Bond_MF_Pay Date Interest,
Treasury_SG_DBU,Bond FVOCI,Bond_MF_Pay Date Settlement Principal,Treasury_SG_DBU|Bond FVOCI|Bond_MF_Pay Date Settlement Principal,
Treasury_SG_DBU,Bond FVOCI,Bond OCI/AC_TD_Trade Date Buy,Treasury_SG_DBU|Bond FVOCI|Bond OCI/AC_TD_Trade Date Buy,
Treasury_SG_DBU,Bond FVOCI,Bond_MF_Value Date Settlement,Treasury_SG_DBU|Bond FVOCI|Bond_MF_Value Date Settlement,
Treasury_SG_DBU,Bond FVOCI,PSAK_MF_Pay Date Non-Attributable Fee (Linear),Treasury_SG_DBU|Bond FVOCI|PSAK_MF_Pay Date Non-Attributable Fee (Linear),
Treasury_SG_DBU,Bond FVOCI,PSAK_MF_Pay Date Non-Attributable Fee (As Fee),Treasury_SG_DBU|Bond FVOCI|PSAK_MF_Pay Date Non-Attributable Fee (As Fee),
Treasury_SG_DBU,Bond FVOCI,PSAK_MF_Pay Date Attributable Fee,Treasury_SG_DBU|Bond FVOCI|PSAK_MF_Pay Date Attributable Fee,
Treasury_SG_DBU,Bond FVOCI,Bond_MF_Daily Interest Accrual PL,Treasury_SG_DBU|Bond FVOCI|Bond_MF_Daily Interest Accrual PL,
Treasury_SG_DBU,Bond FVOCI,BondRepoCollateral_TD_Daily Interest Income (RTM),Treasury_SG_DBU|Bond FVOCI|BondRepoCollateral_TD_Daily Interest Income (RTM),
Treasury_SG_DBU,Bond FVOCI,BondRepoCollateral_TD_Daily Amortization Income (RTM),Treasury_SG_DBU|Bond FVOCI|BondRepoCollateral_TD_Daily Amortization Income (RTM),
Treasury_SG_DBU,Bond FVOCI,BondRepoCollateral_TD_Daily MTM (NR),Treasury_SG_DBU|Bond FVOCI|BondRepoCollateral_TD_Daily MTM (NR),
Treasury_SG_DBU,Bond FVOCI,BondRepoCollateral_TD_Daily MTM (RTM),Treasury_SG_DBU|Bond FVOCI|BondRepoCollateral_TD_Daily MTM (RTM),
Treasury_SG_DBU,Bond FVOCI,BondRepoCollateral_TD_Daily Interest Accrued (RTM),Treasury_SG_DBU|Bond FVOCI|BondRepoCollateral_TD_Daily Interest Accrued (RTM),
Treasury_SG_DBU,Bond FVOCI,Bond_MF_Pay Date Principal,Treasury_SG_DBU|Bond FVOCI|Bond_MF_Pay Date Principal,
Treasury_SG_DBU,Bond FVOCI,Bond_TD_Daily Attributable Fee Amortization,Treasury_SG_DBU|Bond FVOCI|Bond_TD_Daily Attributable Fee Amortization,
Treasury_SG_DBU,Bond FVOCI,PSAK_TD_Daily Non-Attributable Fee Amortization,Treasury_SG_DBU|Bond FVOCI|PSAK_TD_Daily Non-Attributable Fee Amortization,
Treasury_SG_DBU,Bond FVOCI,Bond_TD_Daily Modification Fee Amortization,Treasury_SG_DBU|Bond FVOCI|Bond_TD_Daily Modification Fee Amortization,
Treasury_SG_DBU,Bond FVOCI,Bond_TD_Trade Date Sell RPL,Treasury_SG_DBU|Bond FVOCI|Bond_TD_Trade Date Sell RPL,
Treasury_SG_DBU,Bond FVOCI,PSAK_TD_Total Amortization Maturity Date,Treasury_SG_DBU|Bond FVOCI|PSAK_TD_Total Amortization Maturity Date,
Treasury_SG_DBU,Bond FVOCI,BondRepoCollateral_MF_Coupon payment (RTM),Treasury_SG_DBU|Bond FVOCI|BondRepoCollateral_MF_Coupon payment (RTM),
Treasury_SG_DBU,Bond FVOCI,Bond_TD_Trade Date Sell Premium,Treasury_SG_DBU|Bond FVOCI|Bond_TD_Trade Date Sell Premium,
Treasury_SG_DBU,Bond FVTPL,Bond_TD_Daily MtM Trade Contract Ref BUPL,Treasury_SG_DBU|Bond FVTPL|Bond_TD_Daily MtM Trade Contract Ref BUPL,
Treasury_SG_DBU,Bond FVTPL,Bond FVTPL_TD_Trade Date Buy,Treasury_SG_DBU|Bond FVTPL|Bond FVTPL_TD_Trade Date Buy,
Treasury_SG_DBU,Bond FVTPL,Bond_TD_Daily Interest Accrual,Treasury_SG_DBU|Bond FVTPL|Bond_TD_Daily Interest Accrual,
Treasury_SG_DBU,Bond FVTPL,Bond_MF_Pay Date Settlement Principal,Treasury_SG_DBU|Bond FVTPL|Bond_MF_Pay Date Settlement Principal,
Treasury_SG_DBU,Bond FVTPL,Bond_MF_Pay Date Interest,Treasury_SG_DBU|Bond FVTPL|Bond_MF_Pay Date Interest,
Treasury_SG_DBU,Bond FVTPL,Bond_MF_Value Date Settlement,Treasury_SG_DBU|Bond FVTPL|Bond_MF_Value Date Settlement,
Treasury_SG_DBU,Bond FVTPL,PSAK_MF_Pay Date Non-Attributable Fee (As Fee),Treasury_SG_DBU|Bond FVTPL|PSAK_MF_Pay Date Non-Attributable Fee (As Fee),
Treasury_SG_DBU,Bond FVTPL,PSAK_MF_Pay Date Non-Attributable Fee (Linear),Treasury_SG_DBU|Bond FVTPL|PSAK_MF_Pay Date Non-Attributable Fee (Linear),
Treasury_SG_DBU,Bond FVTPL,PSAK_TD_Daily Non-Attributable Fee Amortization,Treasury_SG_DBU|Bond FVTPL|PSAK_TD_Daily Non-Attributable Fee Amortization,
Treasury_SG_DBU,Bond FVTPL,Bond_MF_Daily Interest Accrual PL,Treasury_SG_DBU|Bond FVTPL|Bond_MF_Daily Interest Accrual PL,
Treasury_SG_DBU,Bond FVTPL,Bond_TD_Premium/Discount FVTPL Maturity Date,Treasury_SG_DBU|Bond FVTPL|Bond_TD_Premium/Discount FVTPL Maturity Date,
Treasury_SG_DBU,Bond FVTPL,BondRepoCollateral_TD_Daily MTM (RTM),Treasury_SG_DBU|Bond FVTPL|BondRepoCollateral_TD_Daily MTM (RTM),
Treasury_SG_DBU,Bond FVTPL,BondRepoCollateral_TD_Daily MTM (NR),Treasury_SG_DBU|Bond FVTPL|BondRepoCollateral_TD_Daily MTM (NR),
Treasury_SG_DBU,Bond FVTPL,BondRepoCollateral_TD_Daily Interest Income (RTM),Treasury_SG_DBU|Bond FVTPL|BondRepoCollateral_TD_Daily Interest Income (RTM),
Treasury_SG_DBU,Bond FVTPL,BondRepoCollateral_TD_Daily Interest Accrued (RTM),Treasury_SG_DBU|Bond FVTPL|BondRepoCollateral_TD_Daily Interest Accrued (RTM),
Treasury_SG_DBU,Bond FVTPL,BondRepoCollateral_MF_Coupon payment (RTM),Treasury_SG_DBU|Bond FVTPL|BondRepoCollateral_MF_Coupon payment (RTM),
Treasury_SG_DBU,Bond FVTPL,Bond_MF_Pay Date Principal,Treasury_SG_DBU|Bond FVTPL|Bond_MF_Pay Date Principal,
Treasury_SG_DBU,Bond FVTPL,Bond_TD_Trade Date Sell Premium,Treasury_SG_DBU|Bond FVTPL|Bond_TD_Trade Date Sell Premium,
Treasury_SG_DBU,Bond FVTPL,Bond_TD_Trade Date Sell RPL,Treasury_SG_DBU|Bond FVTPL|Bond_TD_Trade Date Sell RPL,
Treasury_SG_DBU,Bond Issuance,Bond_MF_Daily Interest Accrual PL,Treasury_SG_DBU|Bond Issuance|Bond_MF_Daily Interest Accrual PL,
Treasury_SG_DBU,Bond Issuance,Bond_MF_Pay Date Settlement Principal,Treasury_SG_DBU|Bond Issuance|Bond_MF_Pay Date Settlement Principal,
Treasury_SG_DBU,Bond Issuance,Bond_MF_Pay Date Interest,Treasury_SG_DBU|Bond Issuance|Bond_MF_Pay Date Interest,
Treasury_SG_DBU,Bond Issuance,Bond_MF_Value Date Settlement,Treasury_SG_DBU|Bond Issuance|Bond_MF_Value Date Settlement,
Treasury_SG_DBU,Bond Issuance,Bond_TD_Daily Interest Accrual,Treasury_SG_DBU|Bond Issuance|Bond_TD_Daily Interest Accrual,
